sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3659;SDS011;1846;51.482;7.224;2020-12-03T00:02:43;14.67;;;12.80;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:05:28;16.37;;;11.37;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:08:13;19.10;;;13.50;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:10:59;21.27;;;13.70;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:13:44;16.03;;;13.00;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:16:30;18.67;;;13.00;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:19:17;17.70;;;12.27;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:22:06;21.37;;;13.13;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:24:51;23.80;;;12.77;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:27:37;18.00;;;13.50;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:30:22;19.07;;;13.40;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:33:08;18.93;;;12.07;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:35:53;17.33;;;12.97;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:38:38;18.47;;;13.77;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:41:22;17.57;;;13.20;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:44:08;19.23;;;12.93;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:46:54;25.93;;;14.90;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:49:38;20.20;;;14.00;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:52:23;18.90;;;13.97;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:55:08;20.67;;;14.57;;
3659;SDS011;1846;51.482;7.224;2020-12-03T00:57:54;19.07;;;15.23;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:00:39;24.13;;;16.10;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:03:24;23.57;;;15.10;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:06:09;21.93;;;15.60;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:08:54;25.17;;;16.00;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:11:39;17.80;;;14.80;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:14:24;21.13;;;15.20;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:17:11;21.60;;;13.93;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:19:57;21.43;;;14.83;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:22:42;19.47;;;14.57;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:25:27;22.47;;;14.50;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:28:13;21.97;;;15.90;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:30:58;22.83;;;15.00;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:33:48;23.30;;;15.87;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:36:32;21.00;;;14.00;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:39:17;24.47;;;17.13;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:42:03;22.43;;;14.30;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:44:48;21.67;;;15.30;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:47:35;23.43;;;15.83;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:50:22;21.33;;;15.67;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:53:07;21.13;;;14.57;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:55:53;18.90;;;14.20;;
3659;SDS011;1846;51.482;7.224;2020-12-03T01:58:40;24.67;;;15.97;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:01:27;19.50;;;13.93;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:04:13;26.13;;;13.10;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:07:00;20.30;;;14.40;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:09:46;21.80;;;15.30;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:12:31;23.27;;;15.43;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:15:16;21.60;;;13.47;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:18:02;18.60;;;15.17;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:20:48;20.70;;;14.87;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:23:33;22.90;;;14.40;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:26:18;20.70;;;14.80;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:29:04;24.77;;;14.73;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:31:49;22.30;;;14.50;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:34:37;21.60;;;14.97;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:37:23;20.37;;;13.87;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:40:08;19.17;;;14.73;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:42:53;20.23;;;13.23;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:45:38;18.27;;;12.53;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:48:23;23.03;;;15.07;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:51:08;20.97;;;14.47;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:53:57;22.07;;;15.37;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:56:42;18.97;;;14.00;;
3659;SDS011;1846;51.482;7.224;2020-12-03T02:59:27;16.40;;;13.07;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:02:12;18.70;;;13.80;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:04:57;20.03;;;15.43;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:07:45;20.10;;;13.90;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:10:30;19.67;;;13.47;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:13:15;23.40;;;12.77;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:16:00;18.63;;;14.03;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:18:45;16.17;;;13.20;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:21:30;15.50;;;12.50;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:24:16;16.37;;;13.43;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:27:02;20.00;;;13.83;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:29:47;21.13;;;14.50;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:32:32;18.23;;;12.87;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:35:18;17.43;;;12.03;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:38:04;21.17;;;13.23;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:40:49;14.57;;;11.47;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:43:34;19.63;;;14.10;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:46:19;18.77;;;13.90;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:49:05;19.00;;;13.03;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:51:50;17.10;;;13.33;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:54:34;18.57;;;13.17;;
3659;SDS011;1846;51.482;7.224;2020-12-03T03:57:19;17.23;;;13.13;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:00:05;18.27;;;13.40;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:02:50;14.67;;;12.50;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:05:35;18.63;;;14.60;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:08:20;16.97;;;12.83;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:11:06;14.70;;;12.67;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:13:51;15.83;;;12.27;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:16:37;19.60;;;12.30;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:19:22;18.87;;;12.13;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:22:07;21.10;;;14.93;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:24:52;15.83;;;11.70;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:27:37;22.70;;;13.60;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:30:22;16.53;;;11.63;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:33:10;23.03;;;13.03;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:35:55;19.37;;;12.13;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:38:39;18.33;;;12.80;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:41:24;15.43;;;12.60;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:44:14;17.70;;;12.40;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:47:05;18.33;;;11.70;;
3659;SDS011;1846;51.482;7.224;2020-12-03T04:50:15;18.70;;;14.10;;
