sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3659;SDS011;1846;51.482;7.224;2021-09-19T00:01:53;4.60;;;4.30;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:04:20;4.97;;;4.53;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:06:47;5.70;;;5.20;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:09:13;5.73;;;4.83;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:11:41;5.30;;;4.93;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:14:09;6.30;;;5.70;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:16:36;5.63;;;5.23;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:19:03;5.70;;;5.20;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:21:30;7.00;;;4.87;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:23:57;5.10;;;4.73;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:26:23;5.00;;;4.60;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:28:52;6.30;;;4.47;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:31:18;4.63;;;4.43;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:33:45;4.40;;;4.20;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:36:12;9.40;;;4.97;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:38:38;6.17;;;4.17;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:41:05;5.30;;;4.90;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:43:32;6.30;;;5.30;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:46:00;5.47;;;5.07;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:48:27;6.40;;;5.90;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:50:53;6.33;;;5.77;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:53:20;5.57;;;5.17;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:55:48;6.40;;;5.27;;
3659;SDS011;1846;51.482;7.224;2021-09-19T00:58:16;5.40;;;4.90;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:00:43;6.70;;;5.70;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:03:15;7.47;;;6.70;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:05:42;6.37;;;5.83;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:08:10;7.30;;;6.60;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:10:38;7.13;;;6.47;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:13:06;10.80;;;9.77;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:15:33;7.30;;;6.20;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:18:00;6.07;;;5.67;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:20:30;5.53;;;5.13;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:22:59;5.73;;;5.33;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:25:30;7.13;;;6.53;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:27:57;6.77;;;6.27;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:30:24;6.10;;;5.70;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:32:51;5.97;;;5.57;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:35:18;7.00;;;6.50;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:37:45;6.27;;;5.80;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:40:12;5.83;;;5.43;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:42:41;6.23;;;5.80;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:45:08;6.37;;;5.93;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:47:36;7.00;;;6.30;;
3659;SDS011;1846;51.482;7.224;2021-09-19T01:50:03;6.57;;;5.97;;
