sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3659;SDS011;1846;51.482;7.224;2020-08-28T00:02:05;10.47;;;3.63;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:04:36;13.30;;;3.30;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:07:07;6.93;;;2.70;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:09:41;7.83;;;2.67;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:12:12;4.73;;;3.40;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:14:42;4.87;;;2.90;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:17:13;4.23;;;3.40;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:19:44;6.43;;;2.30;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:22:13;4.77;;;2.90;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:24:43;7.00;;;4.30;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:27:16;8.00;;;3.13;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:29:46;4.87;;;2.53;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:32:17;6.97;;;3.27;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:34:48;7.40;;;3.13;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:37:18;10.03;;;3.37;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:39:48;5.03;;;3.17;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:42:20;13.20;;;3.40;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:44:54;4.90;;;2.97;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:47:35;7.07;;;3.47;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:50:14;2.70;;;2.07;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:52:45;3.57;;;2.73;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:55:16;7.60;;;2.73;;
3659;SDS011;1846;51.482;7.224;2020-08-28T00:57:49;6.00;;;2.37;;
3659;SDS011;1846;51.482;7.224;2020-08-28T01:00:32;3.80;;;2.90;;
3659;SDS011;1846;51.482;7.224;2020-08-28T01:03:24;13.70;;;3.67;;
3659;SDS011;1846;51.482;7.224;2020-08-28T01:05:56;10.57;;;3.20;;
3659;SDS011;1846;51.482;7.224;2020-08-28T01:08:26;5.10;;;2.57;;
3659;SDS011;1846;51.482;7.224;2020-08-28T01:10:57;4.03;;;1.97;;
3659;SDS011;1846;51.482;7.224;2020-08-28T01:13:29;8.37;;;2.57;;
3659;SDS011;1846;51.482;7.224;2020-08-28T01:15:59;2.70;;;2.50;;
3659;SDS011;1846;51.482;7.224;2020-08-28T01:18:30;6.47;;;2.67;;
3659;SDS011;1846;51.482;7.224;2020-08-28T01:21:01;4.50;;;2.60;;
3659;SDS011;1846;51.482;7.224;2020-08-28T01:23:34;7.40;;;2.23;;
3659;SDS011;1846;51.482;7.224;2020-08-28T01:26:07;3.70;;;2.20;;
3659;SDS011;1846;51.482;7.224;2020-08-28T01:28:39;3.57;;;2.00;;
3659;SDS011;1846;51.482;7.224;2020-08-28T01:31:10;5.50;;;2.53;;
3659;SDS011;1846;51.482;7.224;2020-08-28T01:33:41;7.10;;;2.70;;
