sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
3660;DHT22;1846;51.482;7.224;2020-01-22T00:01:52;-0.50;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T00:04:32;-0.40;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T00:09:57;-0.40;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T00:12:26;-0.40;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T00:18:03;-0.30;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T00:20:30;-0.30;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T00:22:56;-0.10;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T00:25:52;0.00;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T00:31:43;-0.10;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T00:37:44;0.00;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T00:40:36;-0.10;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T00:49:01;-0.30;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T00:51:27;-0.40;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T00:53:54;-0.40;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T00:56:20;-0.30;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T00:58:47;-0.30;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:01:51;-0.30;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:04:35;-0.30;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:07:08;-0.30;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:10:12;-0.40;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:13:20;-0.40;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:16:04;-0.30;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:18:32;-0.30;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:20:59;-0.50;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:23:25;-0.60;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:25:52;-0.60;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:28:18;-0.60;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:30:44;-0.60;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:33:11;-0.60;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:35:37;-0.60;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:38:04;-0.70;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:40:35;-0.60;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:43:03;-0.60;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:45:30;-0.60;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:47:57;-0.50;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:50:24;-0.50;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:52:51;-0.40;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:55:18;-0.50;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T01:57:46;-0.50;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:00:16;-0.50;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:02:43;-0.50;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:05:15;-0.50;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:07:52;-0.50;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:10:22;-0.50;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:12:49;-0.50;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:15:16;-0.50;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:17:43;-0.40;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:20:14;-0.50;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:22:41;-0.60;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:25:08;-0.60;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:27:34;-0.60;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:30:01;-0.70;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:32:28;-0.70;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:34:54;-0.60;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:37:21;-0.60;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:39:48;-0.60;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:42:14;-0.70;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:44:59;-0.80;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:47:31;-0.90;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:49:58;-0.90;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:52:24;-1.00;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:54:51;-1.00;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:57:17;-1.00;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T02:59:44;-0.90;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T03:02:10;-0.70;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T03:04:37;-0.70;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T03:07:03;-0.70;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T03:09:30;-0.60;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T03:11:57;-0.50;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T03:14:23;-0.30;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T03:16:50;-0.20;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T03:19:16;-0.30;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T03:21:43;-0.30;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T03:24:09;-0.20;99.90
3660;DHT22;1846;51.482;7.224;2020-01-22T03:26:35;-0.20;99.90
