sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
3660;DHT22;1846;51.482;7.224;2021-09-24T00:00:19;16.10;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:02:46;16.20;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:05:13;16.20;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:07:41;16.30;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:10:09;16.20;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:12:38;16.20;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:15:07;16.30;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:17:34;16.40;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:20:02;16.40;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:22:28;16.40;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:24:57;16.30;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:27:24;16.30;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:29:50;16.40;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:32:17;16.50;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:34:47;16.50;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:37:14;16.50;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:39:40;16.70;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:42:09;16.70;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:44:39;16.60;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:47:07;16.50;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:49:33;16.40;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:52:00;16.30;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:54:27;16.20;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:56:54;16.20;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T00:59:22;16.20;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T01:01:50;16.30;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T01:04:17;16.30;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T01:06:44;16.30;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T01:09:11;16.50;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T01:11:37;16.30;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T01:14:05;16.50;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T01:16:33;16.50;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T01:19:01;16.40;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T01:21:30;16.60;99.90
3660;DHT22;1846;51.482;7.224;2021-09-24T01:23:57;16.50;99.90
