sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
3660;DHT22;1846;51.482;7.224;2020-10-17T00:02:20;9.90;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:04:47;9.90;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:07:13;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:09:40;9.70;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:12:07;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:14:33;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:16:59;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:19:26;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:21:54;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:24:23;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:26:50;9.90;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:29:19;9.90;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:31:46;10.00;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:34:12;9.90;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:36:40;10.00;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:39:08;9.90;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:41:35;9.90;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:44:03;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:46:33;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:49:02;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:51:29;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:54:01;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:56:30;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T00:59:02;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T01:01:30;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T01:03:57;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T01:06:24;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T01:08:52;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T01:11:20;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T01:13:48;9.80;1.00
3660;DHT22;1846;51.482;7.224;2020-10-17T01:16:18;9.80;1.00
